survey,n_ref,n_shift,delta_accuracy,delta_macro_f1,delta_kappa,delta_ece,delta_coverage,rule_mean_jaccard,rule_top_k_overlap
euclid_q1,6075,161395,0.0516882933099874,0.2041310197968744,0.1703726141826509,0.0826640138644874,0.0739550704843585,0.4197124304267161,0.4285714285714285
