policy,abstain_fraction,kept_fraction,accuracy,set_size_lt
by_confidence,0.9410699588477366,0.05893004115226337,0.9106145251396648,
by_confidence,0.9409053497942387,0.059094650205761316,0.9108635097493036,
by_confidence,0.9407407407407408,0.05925925925925926,0.9111111111111111,
by_confidence,0.9405761316872427,0.0594238683127572,0.9113573407202216,
by_confidence,0.9404115226337448,0.059588477366255145,0.9116022099447514,
by_confidence,0.9402469135802469,0.05975308641975308,0.9118457300275482,
by_confidence,0.940082304526749,0.05991769547325103,0.9120879120879121,
by_confidence,0.939917695473251,0.060082304526748974,0.9123287671232877,
by_confidence,0.9397530864197531,0.06024691358024691,0.912568306010929,
by_confidence,0.9395884773662552,0.06041152263374486,0.9128065395095368,
by_confidence,0.9394238683127571,0.060576131687242796,0.9103260869565217,
by_confidence,0.9392592592592592,0.06074074074074074,0.9105691056910569,
by_confidence,0.9390946502057613,0.060905349794238686,0.9108108108108108,
by_confidence,0.9389300411522634,0.061069958847736625,0.9110512129380054,
by_confidence,0.9387654320987654,0.06123456790123457,0.9112903225806451,
by_confidence,0.9386008230452675,0.06139917695473251,0.9115281501340483,
by_confidence,0.9384362139917696,0.06156378600823045,0.9117647058823529,
by_confidence,0.9382716049382716,0.06172839506172839,0.912,
by_confidence,0.9381069958847736,0.06189300411522634,0.9122340425531915,
by_confidence,0.9379423868312757,0.06205761316872428,0.9098143236074271,
by_confidence,0.9377777777777778,0.06222222222222222,0.91005291005291,
by_confidence,0.9376131687242798,0.062386831275720166,0.9102902374670184,
by_confidence,0.9374485596707819,0.06255144032921811,0.9105263157894737,
by_confidence,0.937283950617284,0.06271604938271605,0.910761154855643,
by_confidence,0.937119341563786,0.06288065843621399,0.9109947643979057,
by_confidence,0.936954732510288,0.06304526748971194,0.9112271540469974,
by_confidence,0.9367901234567901,0.06320987654320988,0.9114583333333334,
by_confidence,0.9366255144032922,0.06337448559670782,0.9116883116883117,
by_confidence,0.9364609053497942,0.06353909465020575,0.9119170984455959,
by_confidence,0.9362962962962963,0.0637037037037037,0.9121447028423773,
by_confidence,0.9361316872427984,0.06386831275720165,0.9123711340206185,
by_confidence,0.9359670781893004,0.06403292181069958,0.9125964010282777,
by_confidence,0.9358024691358025,0.06419753086419754,0.9128205128205128,
by_confidence,0.9356378600823045,0.06436213991769547,0.9130434782608695,
by_confidence,0.9354732510288066,0.06452674897119341,0.9132653061224489,
by_confidence,0.9353086419753086,0.06469135802469136,0.9134860050890585,
by_confidence,0.9351440329218107,0.0648559670781893,0.9137055837563451,
by_confidence,0.9349794238683128,0.06502057613168724,0.9139240506329114,
by_confidence,0.9348148148148148,0.06518518518518518,0.9141414141414141,
by_confidence,0.9346502057613169,0.06534979423868313,0.9143576826196473,
by_confidence,0.9344855967078189,0.06551440329218107,0.9120603015075377,
by_confidence,0.934320987654321,0.06567901234567901,0.9122807017543859,
by_confidence,0.934156378600823,0.06584362139917696,0.9125,
by_confidence,0.9339917695473251,0.0660082304526749,0.912718204488778,
by_confidence,0.9338271604938272,0.06617283950617284,0.9104477611940298,
