survey,n_ref,n_shift,delta_accuracy,delta_macro_f1,delta_kappa,delta_ece,delta_coverage,rule_mean_jaccard,rule_top_k_overlap
euclid_q1,6075,161395,0.051688293309987476,0.20413101979687442,0.17037261418265093,0.0826640138644874,0.07395507048435856,0.41971243042671613,0.42857142857142855
